id,jmbg,ime,prezime,pol,godine,opstina,datum_rodjenja,adresa,telefon,email,prihod,jmbg_format,pib,institucija,postanski_broj,status,napomena
752,24081967786603,Dragan,Tomić,muški,37,Loznica,17.11.1973.,Cara Lazara 12,063/6057257,dragan-tomić19@gmail.com,128923,24.08.19677-86603,,,72112,aktivan,
753,09021973770578,Ivan,Milošević,ženski,63,Vranje,1.1.1976.,Nemaninjina 66,060/5647073,ivan.milošević70@gmail.com,155157,09.02.19737-70578,,,44364,aktivan,
754,12101996751037,Danica,Đorđević,ženski,60,Arilje,15.4.1979.,Jovana Cvijića 123,060/4884298,danica_đorđević@eunet.rs,42310,12.10.19967-51037,038668740,,82586,aktivan,
755,20101967879985,Biljana,Savić,muški,59,Užice,2.4.2004.,Karađorđeva 25,069/2932995,biljana.savić@ptt.rs,53871,20.10.19678-79985,2905808310,,44942,aktivan,Redovan korisnik usluga
756,21111997809441,Branislav,Pavlović,ženski,69,Beograd,4.2.1985.,Karađorđeva 171,063/4295291,branislav_pavlović@ptt.rs,202610,21.11.19978-09441,,,13853,neaktivan,
757,14071956740666,Maja,Milovanović,muški,52,Kosjerić,15.5.1971.,Vojvode Mišića 12,062/1115928,maja.milovanović59@eunet.rs,59940,14.07.19567-40666,189995964,,65655,aktivan,
758,26051993752471,Nebojša,Pavlović,ženski,29,Kragujevac,5.1.1996.,Cara Dušana 102,063/1447002,nebojša_pavlović@ptt.rs,226792,26.05.19937-52471,,Agencija za privredne registre,97978,neaktivan,
759,03031963891883,Đorđe,Nikolić,ženski,58,Zrenjanin,20.4.1994.,Cara Lazara 110,064/5417653,đorđe.nikolić@gmail.com,187856,03.03.19638-91883,,Republički zavod za statistiku,41006,aktivan,
760,14052005805719,Vladimir,Stamenković,ženski,43,Valjevo,5.1.1987.,Bulevar oslobođenja 193,061/3131639,vladimir.stamenković30@yahoo.com,152190,14.05.20058-05719,,,94255,neaktivan,
761,03032004810861,Aleksandar,Lazić,muški,55,Leskovac,16.5.2000.,Nemaninjina 199,063/7115154,aleksandar.lazić@outlook.com,174307,03.03.20048-10861,,,17864,aktivan,
762,28051953751930,Tijana,Todorović,ženski,37,Pirot,26.6.1977.,Kružni put 58,062/1880689,tijana-todorović68@gmail.com,138246,28.05.19537-51930,,,53453,aktivan,
763,05031960745468,Branislav,Lazić,muški,32,Valjevo,20.11.1982.,Vuka Karadžića 181,063/2184325,branislav_lazić61@outlook.com,106084,05.03.19607-45468,,,35822,aktivan,
764,14111982871177,Gordana,Filipović,muški,48,Gornji Milanovac,19.6.2009.,Milana Toplice 72,069/9583990,gordana_filipović5@yahoo.com,57253,14.11.19828-71177,,,82003,aktivan,
765,11021976898595,Maja,Rakić,muški,32,Smederevo,23.2.2000.,Takovska 114,064/9463745,maja-rakić67@eunet.rs,172376,11.02.19768-98595,009369360,,35510,aktivan,
766,13041963823795,Ivana,Dragić,ženski,49,Smederevo,17.8.1989.,Svetog Save 28,065/4972518,ivana_dragić@eunet.rs,216939,13.04.19638-23795,,,61476,aktivan,
767,05051987838991,Gordana,Pavlović,ženski,54,Zaječar,13.10.1973.,Resk reimska 163,065/1957353,gordana-pavlović@eunet.rs,54536,05.05.19878-38991,,,61582,aktivan,Redovan korisnik usluga
768,12081970833841,Đorđe,Stamenković,ženski,51,Valjevo,16.2.1987.,Svetog Save 27,060/9504993,đorđe_stamenković88@outlook.com,50676,12.08.19708-33841,626457768,Agencija za privredne registre,53977,aktivan,
769,20091967792108,Milena,Filipović,ženski,59,Pirot,24.6.1982.,Takovska 154,066/2848707,milena_filipović36@yahoo.com,175004,20.09.19677-92108,,Narodna skupština Republike Srbije,71783,aktivan,
770,10122002870928,Mirjana,Vuković,ženski,22,Bor,20.1.1988.,Takovska 103,066/0707745,mirjana_vuković43@yahoo.com,110150,10.12.20028-70928,,,74940,aktivan,
771,20031952846078,Dejan,Simić,muški,23,Leskovac,5.2.2007.,Branka Radičevića 163,060/2838488,dejan.simić@gmail.com,152146,20.03.19528-46078,,,41292,aktivan,Redovan korisnik usluga
772,26101968793764,Nebojša,Stamenković,muški,45,Novi Pazar,7.1.1988.,Vojvode Mišića 7,065/2342753,nebojša.stamenković59@eunet.rs,125622,26.10.19687-93764,,,68583,aktivan,
773,10121953837393,Željko,Gavrilović,muški,51,Zrenjanin,23.1.1980.,Stevana Sremca 79,065/9042461,željko-gavrilović81@gmail.com,88203,10.12.19538-37393,074317670,Agencija za privredne registre,13179,aktivan,
774,23121960821371,Branislav,Petrović,muški,59,Kragujevac,23.11.1970.,Kralja Aleksandra 170,069/2312057,branislav.petrović@eunet.rs,56734,23.12.19608-21371,,,33876,aktivan,
775,07091977721202,Ivana,Kostić,ženski,25,Pirot,12.7.2000.,Cara Lazara 25,060/6911079,ivana.kostić@yahoo.com,110279,07.09.19777-21202,835315266,,84043,aktivan,
776,05011963766567,Dejan,Đorđević,muški,26,Loznica,8.1.1996.,Dušanova 59,060/5848113,dejan.đorđević47@eunet.rs,73413,05.01.19637-66567,,,10234,aktivan,Redovan korisnik usluga
777,28101979892641,Tijana,Tomić,ženski,27,Novi Pazar,21.9.2000.,Vojvode Mišića 197,065/5150878,tijana_tomić@ptt.rs,215693,28.10.19798-92641,,,48843,aktivan,
778,12042003782189,Jasmina,Nikolić,muški,20,Sombor,19.4.1978.,Vuka Karadžića 185,066/7528720,jasmina_nikolić@eunet.rs,157709,12.04.20037-82189,,,18753,aktivan,Redovan korisnik usluga
779,07081977848786,Tijana,Milošević,muški,20,Kragujevac,11.9.2003.,Bulevar oslobođenja 123,061/8344862,tijana-milošević82@outlook.com,124548,07.08.19778-48786,,,11085,aktivan,
780,26111963883707,Mladen,Rakić,ženski,34,Smederevo,13.7.1982.,Milana Toplice 146,069/6346928,mladen_rakić60@gmail.com,98949,26.11.19638-83707,864880357,Ministarstvo finansija,29507,aktivan,
781,15011996877917,Milena,Stamenković,ženski,47,Aranđelovac,3.2.1992.,Njegoševa 114,060/0094067,milena_stamenković@yahoo.com,178313,15.01.19968-77917,,,64835,neaktivan,
782,19091988778787,Tamara,Branković,muški,67,Zrenjanin,2.12.2006.,Bulevar revolucije 171,061/3597901,tamara.branković@yahoo.com,100979,19.09.19887-78787,,,24539,aktivan,
783,03061963748129,Miroljub,Đorđević,muški,22,Ivanjica,21.5.1981.,Vuka Karadžića 66,060/9964547,miroljub.đorđević38@yahoo.com,88558,03.06.19637-48129,,,24000,aktivan,
784,23041978755920,Milanka,Savić,ženski,60,Subotica,23.8.1986.,Cara Dušana 44,063/6950819,milanka.savić@ptt.rs,123044,23.04.19787-55920,,,72346,aktivan,
785,28051990730794,Borislav,Kostić,muški,63,Pančevo,3.7.1995.,Bulevar oslobođenja 12,069/2791434,borislav_kostić@yahoo.com,125927,28.05.19907-30794,583063867,Ministarstvo prosvete,85754,aktivan,
786,17081989765690,Danica,Rakić,muški,69,Užice,26.7.1972.,Vuka Karadžića 82,065/0603678,danica-rakić15@ptt.rs,80871,17.08.19897-65690,,,12614,aktivan,Redovan korisnik usluga
787,28051954806816,Dušan,Jovanović,ženski,27,Užice,22.6.1976.,Nemaninjina 5,060/5393469,dušan-jovanović@yahoo.com,171374,28.05.19548-06816,,Narodna skupština Republike Srbije,74061,aktivan,
788,16021962791698,Nebojša,Vuković,muški,44,Bajina Bašta,19.10.1998.,Vojvode Mišića 160,064/0630256,nebojša-vuković@outlook.com,84058,16.02.19627-91698,864529607,,47735,neaktivan,
789,20041979701615,Ivan,Mihajlović,muški,26,Pančevo,28.8.1972.,Bulevar revolucije 66,064/6244799,ivan-mihajlović@eunet.rs,199437,20.04.19797-01615,,,35792,aktivan,
790,23052000708339,Milena,Vasiljević,muški,50,Sremska Mitrovica,15.12.1992.,Dušanova 193,065/5923057,milena_vasiljević@eunet.rs,121384,23.05.20007-08339,,Ministarstvo unutrašnjih poslova,49019,aktivan,Redovan korisnik usluga
791,03061970775715,Aleksandar,Radosavljević,ženski,58,Kragujevac,24.3.1971.,Kneza Mihaila 99,064/5990716,aleksandar-radosavljević3@yahoo.com,216681,03.06.19707-75715,384216562,,63071,aktivan,
792,23101998738062,Željko,Vasiljević,muški,67,Požarevac,27.11.1971.,Jovana Cvijića 125,061/0681315,željko.vasiljević35@eunet.rs,38717,23.10.19987-38062,490367832,,16771,neaktivan,
793,04101969862545,Đorđe,Tomić,ženski,35,Novi Pazar,23.3.2007.,Vojvode Mišića 20,063/3832940,đorđe-tomić23@outlook.com,150712,04.10.19698-62545,,,97744,aktivan,
794,22061964874809,Nikola,Đorđević,muški,25,Šabac,4.10.1977.,Kralja Aleksandra 198,064/6330376,nikola-đorđević@outlook.com,141254,22.06.19648-74809,,,56063,aktivan,
795,15081958844494,Dejan,Marković,muški,61,Loznica,27.5.1987.,Dušanova 190,063/5184661,dejan.marković@outlook.com,131517,15.08.19588-44494,,,92727,neaktivan,
796,28062002753735,Jasmina,Todorović,muški,20,Beograd,22.1.1982.,Kneza Mihaila 179,065/2435574,jasmina_todorović44@yahoo.com,66904,28.06.20027-53735,,,37729,aktivan,
797,18111988876806,Miroljub,Stojanović,ženski,39,Prokuplje,16.2.1995.,Kneza Mihaila 70,066/5183171,miroljub-stojanović@gmail.com,68661,18.11.19888-76806,,,92421,aktivan,Redovan korisnik usluga
798,20071990858304,Miroljub,Radosavljević,muški,22,Sremska Mitrovica,28.8.1976.,Nikole Tesle 141,061/2390101,miroljub_radosavljević27@outlook.com,139206,20.07.19908-58304,,,39971,aktivan,Redovan korisnik usluga
799,08071990781572,Nebojša,Gavrilović,muški,61,Kruševac,12.6.1982.,Svetog Save 151,064/1034717,nebojša_gavrilović22@yahoo.com,65948,08.07.19907-81572,,Poreska uprava,24680,aktivan,
800,11041965760086,Tijana,Đorđević,ženski,31,Kosjerić,16.7.1991.,Nikole Tesle 40,060/4184884,tijana_đorđević94@eunet.rs,44582,11.04.19657-60086,,,44107,aktivan,
801,03061998754386,Ivan,Vasiljević,ženski,26,Kosjerić,15.3.1975.,Svetog Save 25,061/7410810,ivan.vasiljević8@outlook.com,72903,03.06.19987-54386,688527362,,86999,aktivan,
802,09041965753791,Ivana,Kostić,ženski,63,Čačak,9.9.1999.,Bulevar revolucije 114,063/3831252,ivana.kostić75@yahoo.com,229891,09.04.19657-53791,,,34184,aktivan,Redovan korisnik usluga
803,13111995780271,Branislav,Marković,muški,42,Gornji Milanovac,16.3.1996.,Kružni put 170,069/4138343,branislav-marković@eunet.rs,202657,13.11.19957-80271,306307451,,39962,aktivan,
804,18121978749001,Borislav,Simić,ženski,41,Leskovac,27.10.1995.,Takovska 59,065/6531231,borislav-simić@eunet.rs,202039,18.12.19787-49001,,,30892,aktivan,
805,08011957898544,Nenad,Vasiljević,ženski,35,Bajina Bašta,14.5.1972.,Bulevar revolucije 194,060/6240650,nenad-vasiljević76@outlook.com,95935,08.01.19578-98544,,,43481,aktivan,
806,02111972845573,Miroslav,Petrović,ženski,38,Beograd,26.1.1970.,Vuka Karadžića 105,060/8902151,miroslav_petrović@eunet.rs,89144,02.11.19728-45573,,,20936,neaktivan,Redovan korisnik usluga
807,21021974742362,Biljana,Vasić,muški,55,Čačak,19.11.1976.,Bulevar oslobođenja 41,069/4619474,biljana_vasić9@gmail.com,219751,21.02.19747-42362,,Ministarstvo finansija,21938,aktivan,Redovan korisnik usluga
808,22061994761179,Tijana,Pavlović,muški,29,Arilje,21.5.1992.,Dušanova 11,069/6654668,tijana-pavlović@eunet.rs,185836,22.06.19947-61179,,,12514,aktivan,
809,05101958846470,Jasmina,Bošković,muški,27,Sremska Mitrovica,9.10.1988.,Cara Lazara 108,069/9344210,jasmina.bošković@gmail.com,133530,05.10.19588-46470,,,62797,aktivan,
810,19102002729806,Nebojša,Đorđević,muški,67,Leskovac,8.2.1997.,Vojvode Mišića 33,061/1571866,nebojša.đorđević@gmail.com,219217,19.10.20027-29806,,,30444,aktivan,
811,22111981743157,Biljana,Tomić,ženski,26,Čačak,2.8.1996.,Nikole Tesle 114,061/5587235,biljana_tomić@ptt.rs,80917,22.11.19817-43157,,,40348,neaktivan,
812,05121955735991,Marija,Mihajlović,ženski,64,Sombor,8.3.1970.,Vuka Karadžića 151,061/8150031,marija-mihajlović@gmail.com,125634,05.12.19557-35991,920277751,,93172,aktivan,
813,25021958890767,Aleksandar,Nikolić,ženski,46,Zrenjanin,24.11.1997.,Kralja Aleksandra 114,065/3462878,aleksandar_nikolić47@outlook.com,112659,25.02.19588-90767,649577711,Republički zavod za statistiku,50060,aktivan,
814,04022002777902,Ivan,Stojanović,ženski,63,Ivanjica,13.9.1997.,Cara Dušana 45,064/6604326,ivan_stojanović@gmail.com,42714,04.02.20027-77902,,,26737,aktivan,Redovan korisnik usluga
815,19101993811841,Dragan,Savić,muški,66,Novi Sad,25.6.2002.,Mihajla Pupina 193,069/1535036,dragan_savić93@yahoo.com,99588,19.10.19938-11841,256119949,,58221,aktivan,
816,04011977765282,Tamara,Gavrilović,muški,57,Arilje,19.6.2003.,Stevana Sremca 186,065/2169310,tamara_gavrilović86@yahoo.com,133569,04.01.19777-65282,,,95395,aktivan,Redovan korisnik usluga
817,25011950714432,Petar,Simić,ženski,51,Beograd,20.2.1971.,Nikole Tesle 152,062/6887725,petar_simić6@gmail.com,104156,25.01.19507-14432,240841259,,10941,aktivan,
818,24051990863624,Nebojša,Nikolić,ženski,29,Kruševac,14.8.1981.,Bulevar revolucije 31,066/3336791,nebojša_nikolić33@ptt.rs,34912,24.05.19908-63624,,,18628,aktivan,
819,12071961722081,Miloš,Kostić,muški,56,Aranđelovac,1.5.1977.,Vuka Karadžića 197,069/6735679,miloš-kostić@eunet.rs,141131,12.07.19617-22081,245017931,,94552,aktivan,
820,18041971753333,Miroslav,Vasić,ženski,27,Kraljevo,14.2.1992.,Gavrila Principa 39,062/5403289,miroslav_vasić@eunet.rs,47444,18.04.19717-53333,,,99681,aktivan,Redovan korisnik usluga
821,11121986779671,Milanka,Petrović,ženski,62,Sremska Mitrovica,24.3.1988.,Bulevar oslobođenja 6,060/8084185,milanka.petrović@yahoo.com,128294,11.12.19867-79671,,,11662,aktivan,Redovan korisnik usluga
822,11081988796428,Đorđe,Petrović,ženski,59,Prokuplje,3.5.1973.,Vuka Karadžića 70,069/6644943,đorđe_petrović@outlook.com,176950,11.08.19887-96428,,,43290,aktivan,Redovan korisnik usluga
823,27071976835892,Maja,Pavlović,muški,64,Pirot,20.12.1973.,Stevana Sremca 86,065/8375643,maja.pavlović91@gmail.com,91520,27.07.19768-35892,049180370,,16743,neaktivan,
824,25031976729943,Miroljub,Pavlović,ženski,38,Vranje,9.6.1972.,Nikole Tesle 170,062/6118589,miroljub-pavlović@eunet.rs,35930,25.03.19767-29943,,,23376,aktivan,
825,25031968823213,Ivana,Rakić,ženski,23,Kruševac,21.8.1975.,Vojvode Mišića 72,064/4307523,ivana.rakić17@outlook.com,187927,25.03.19688-23213,,,16212,aktivan,
826,03121996862236,Jelena,Bošković,muški,63,Užice,23.7.2002.,Takovska 12,064/2758820,jelena-bošković9@gmail.com,64317,03.12.19968-62236,,,56498,aktivan,
827,10031978848917,Snežana,Stamenković,muški,60,Sremska Mitrovica,19.1.2005.,Dušanova 182,063/3856042,snežana.stamenković55@yahoo.com,87887,10.03.19788-48917,,Ministarstvo unutrašnjih poslova,63860,aktivan,Redovan korisnik usluga
828,03051952779191,Milena,Stojanović,ženski,53,Prokuplje,6.4.2004.,Bulevar oslobođenja 166,063/0897971,milena-stojanović41@outlook.com,57620,03.05.19527-79191,,,88508,aktivan,Redovan korisnik usluga
829,13041998823512,Tijana,Stamenković,ženski,21,Pančevo,19.9.1976.,Cara Lazara 97,061/8773121,tijana-stamenković66@gmail.com,72104,13.04.19988-23512,,Ministarstvo zdravlja,41135,aktivan,Redovan korisnik usluga
830,08011972837888,Zoran,Simić,muški,44,Požega,7.8.1986.,Cara Dušana 102,060/3182521,zoran-simić85@ptt.rs,197635,08.01.19728-37888,,,39921,aktivan,
831,05112002836340,Zoran,Petrović,ženski,29,Zaječar,7.4.2004.,Resk reimska 65,065/5424385,zoran_petrović15@ptt.rs,122370,05.11.20028-36340,,,68056,aktivan,
832,05101969846065,Marko,Ilić,ženski,23,Loznica,23.8.2008.,Bulevar oslobođenja 88,063/3975317,marko-ilić@outlook.com,155641,05.10.19698-46065,,Vlada Republike Srbije,18073,aktivan,
833,13072002735767,Srđan,Ilić,ženski,25,Pančevo,7.9.1991.,Bulevar oslobođenja 107,062/3751844,srđan_ilić42@yahoo.com,126074,13.07.20027-35767,467298173,,33685,aktivan,
834,25071960748501,Zoran,Milovanović,muški,37,Požarevac,3.5.1977.,Cara Lazara 185,062/5510968,zoran_milovanović@eunet.rs,76497,25.07.19607-48501,423445187,,25413,aktivan,
835,22071982843572,Miroslav,Vuković,muški,66,Požarevac,8.6.1998.,Gavrila Principa 150,063/0143167,miroslav-vuković@ptt.rs,77393,22.07.19828-43572,352726753,,44628,aktivan,
836,14031998818128,Dragan,Filipović,ženski,20,Aranđelovac,21.8.2004.,Cara Lazara 112,060/4028485,dragan.filipović32@outlook.com,147085,14.03.19988-18128,,,41382,neaktivan,Redovan korisnik usluga
837,17011987872518,Miroslav,Jovanović,ženski,41,Požega,13.12.1990.,Kralja Aleksandra 162,065/9882073,miroslav-jovanović14@gmail.com,142914,17.01.19878-72518,,,61858,neaktivan,
838,05041996866458,Marko,Marković,muški,56,Užice,5.9.2005.,Cara Lazara 62,066/2340849,marko_marković@yahoo.com,37326,05.04.19968-66458,,,33306,aktivan,
839,07101964702081,Đorđe,Antonijević,ženski,29,Vršac,8.4.1984.,Vojvode Mišića 106,065/6507902,đorđe.antonijević@gmail.com,195419,07.10.19647-02081,,,96977,neaktivan,Redovan korisnik usluga
840,13041986705596,Jasmina,Gavrilović,ženski,38,Valjevo,2.6.1986.,Dušanova 49,069/5020253,jasmina_gavrilović@eunet.rs,151897,13.04.19867-05596,,Vlada Republike Srbije,52304,aktivan,Redovan korisnik usluga
841,19061978752365,Aleksandar,Matić,muški,69,Kruševac,28.12.1977.,Njegoševa 128,062/4123099,aleksandar_matić@outlook.com,45909,19.06.19787-52365,685718825,,49330,neaktivan,
842,15121973807020,Miloš,Petrović,ženski,40,Loznica,18.8.1986.,Takovska 58,064/7361326,miloš_petrović@ptt.rs,217251,15.12.19738-07020,929612473,,77506,neaktivan,
843,21021982849275,Petar,Ilić,muški,33,Zrenjanin,20.6.1986.,Gavrila Principa 152,061/4380943,petar-ilić50@gmail.com,54082,21.02.19828-49275,,Ministarstvo zdravlja,94697,neaktivan,
844,26051991788926,Jelena,Vasić,muški,68,Loznica,23.1.1998.,Resk reimska 75,065/8858763,jelena_vasić2@ptt.rs,41061,26.05.19917-88926,,,68994,aktivan,Redovan korisnik usluga
845,16111993708125,Nikola,Rakić,ženski,67,Ivanjica,25.11.1985.,Cara Lazara 186,060/3512357,nikola_rakić50@gmail.com,97925,16.11.19937-08125,,Agencija za privredne registre,44418,neaktivan,Redovan korisnik usluga
846,02081978871894,Nebojša,Vuković,ženski,55,Ivanjica,13.12.1997.,Princa Evgenija 18,066/4325613,nebojša-vuković@yahoo.com,138902,02.08.19788-71894,,,52041,neaktivan,
847,26042002734680,Branislav,Jovanović,muški,51,Subotica,5.7.2005.,Resk reimska 79,065/1592493,branislav-jovanović52@outlook.com,158921,26.04.20027-34680,,Agencija za privredne registre,19217,aktivan,
848,08041972763990,Nebojša,Nikolić,muški,44,Leskovac,22.8.2005.,Svetog Save 156,064/9971177,nebojša.nikolić84@yahoo.com,136329,08.04.19727-63990,6308340010,,73047,aktivan,
849,11121979733899,Miroljub,Mitić,ženski,44,Požarevac,27.9.1979.,Cara Dušana 184,063/7659109,miroljub.mitić57@gmail.com,144802,11.12.19797-33899,,,38188,aktivan,
850,14081956785861,Mirjana,Milovanović,muški,62,Kruševac,9.9.2000.,Bulevar oslobođenja 52,065/1573024,mirjana-milovanović@ptt.rs,61815,14.08.19567-85861,,,75585,aktivan,Redovan korisnik usluga
851,11061952842560,Nebojša,Stojanović,ženski,22,Bor,14.5.1975.,Dušanova 44,063/4215560,nebojša-stojanović@ptt.rs,184659,11.06.19528-42560,,Ministarstvo unutrašnjih poslova,66880,aktivan,Redovan korisnik usluga
852,22091950870316,Nebojša,Pavlović,muški,20,Novi Pazar,22.12.2005.,Takovska 16,065/5592430,nebojša_pavlović98@gmail.com,167146,22.09.19508-70316,,,53177,aktivan,
853,03051955873244,Miroslav,Todorović,ženski,63,Arilje,24.10.1977.,Nemaninjina 22,064/7252972,miroslav.todorović@eunet.rs,109799,03.05.19558-73244,3994516310,,65014,neaktivan,
854,26121971743364,Ana,Petrović,ženski,45,Vršac,10.5.1995.,Bulevar oslobođenja 156,064/5145658,ana.petrović54@yahoo.com,82230,26.12.19717-43364,,Ministarstvo unutrašnjih poslova,65335,aktivan,
855,04021963713673,Miloš,Mitić,muški,47,Kraljevo,15.4.1992.,Princa Evgenija 127,061/1340783,miloš_mitić@gmail.com,215881,04.02.19637-13673,,,57975,aktivan,
856,10051974859817,Miloš,Stojanović,ženski,59,Lučani,26.11.1977.,Stevana Sremca 38,060/5455297,miloš.stojanović@ptt.rs,216719,10.05.19748-59817,,,41776,aktivan,Redovan korisnik usluga
857,20082000782931,Marko,Ilić,ženski,67,Vršac,5.7.1995.,Karađorđeva 12,063/8331127,marko.ilić@gmail.com,58577,20.08.20007-82931,,,88495,aktivan,Redovan korisnik usluga
858,16042003762940,Milanka,Vuković,muški,59,Kragujevac,12.12.1972.,Kružni put 40,066/5253278,milanka_vuković10@gmail.com,53923,16.04.20037-62940,,,18962,aktivan,Redovan korisnik usluga
859,10031978831567,Tamara,Dragić,muški,33,Požarevac,2.8.1985.,Branka Radičevića 91,060/2141577,tamara-dragić39@gmail.com,180276,10.03.19788-31567,,,82676,aktivan,
860,22041976729131,Đorđe,Radosavljević,muški,41,Pančevo,4.8.1992.,Kružni put 190,065/9617970,đorđe-radosavljević@outlook.com,89141,22.04.19767-29131,,,93661,aktivan,
861,17021996713743,Nenad,Jovanović,muški,66,Gornji Milanovac,1.4.1971.,Jovana Cvijića 190,063/1819558,nenad-jovanović68@outlook.com,52199,17.02.19967-13743,379321324,,96303,aktivan,Redovan korisnik usluga
862,15071973788874,Marko,Radosavljević,ženski,59,Loznica,18.4.1989.,Princa Evgenija 11,063/3407511,marko_radosavljević@gmail.com,182955,15.07.19737-88874,,,87713,neaktivan,
863,15111959768436,Dragan,Mihajlović,ženski,22,Pirot,28.1.2006.,Nemaninjina 110,063/9031891,dragan-mihajlović66@ptt.rs,34430,15.11.19597-68436,,,35457,aktivan,
864,23041985773545,Ivana,Gavrilović,ženski,44,Novi Sad,16.8.2004.,Nemaninjina 9,062/9729652,ivana.gavrilović@ptt.rs,37053,23.04.19857-73545,,,13194,aktivan,
865,24022003761365,Vladimir,Vuković,muški,50,Kragujevac,21.9.1971.,Kružni put 133,064/4040663,vladimir-vuković@gmail.com,126906,24.02.20037-61365,462257703,,86780,aktivan,Redovan korisnik usluga
866,23051957890438,Miroslav,Mihajlović,muški,31,Prokuplje,6.2.1989.,Mihajla Pupina 46,065/2073881,miroslav_mihajlović50@ptt.rs,134474,23.05.19578-90438,,,22577,neaktivan,Redovan korisnik usluga
867,12011979853693,Nebojša,Antonijević,muški,54,Zrenjanin,17.11.1995.,Milana Toplice 91,069/0276422,nebojša.antonijević14@ptt.rs,136309,12.01.19798-53693,,,47972,neaktivan,Redovan korisnik usluga
868,03061983764170,Miloš,Ilić,muški,26,Prokuplje,10.6.1992.,Svetog Save 60,064/6291944,miloš-ilić@ptt.rs,65517,03.06.19837-64170,,,51922,aktivan,
869,01101985878344,Milena,Savić,ženski,36,Užice,9.2.1976.,Nemaninjina 183,066/6289362,milena_savić31@yahoo.com,177132,01.10.19858-78344,,,54424,neaktivan,
870,12122003705545,Dušan,Bošković,muški,27,Novi Pazar,18.4.1989.,Vojvode Mišića 117,062/4844447,dušan_bošković82@outlook.com,150696,12.12.20037-05545,,,19283,neaktivan,
871,02121961876331,Đorđe,Stamenković,ženski,62,Pančevo,25.3.1994.,Princa Evgenija 27,069/7630932,đorđe_stamenković61@outlook.com,114260,02.12.19618-76331,915968535,,49469,aktivan,
872,20081987751204,Marija,Nikolić,muški,68,Ivanjica,4.6.1991.,Jovana Cvijića 126,061/3239220,marija_nikolić@yahoo.com,164388,20.08.19877-51204,000403588,,86138,aktivan,
873,19051974879350,Marija,Petrović,muški,56,Užice,19.9.2005.,Mihajla Pupina 17,065/3741117,marija.petrović73@eunet.rs,227488,19.05.19748-79350,280135599,,93702,aktivan,
874,07031979777092,Snežana,Milovanović,muški,68,Pančevo,24.5.2007.,Nikole Tesle 8,062/8131164,snežana.milovanović18@ptt.rs,209429,07.03.19797-77092,,Ministarstvo prosvete,17732,aktivan,
875,12121964742061,Ana,Savić,ženski,68,Pančevo,15.11.1983.,Bulevar oslobođenja 144,062/0569057,ana.savić@gmail.com,107369,12.12.19647-42061,,,48478,neaktivan,
876,25011964760998,Vladimir,Vasiljević,muški,27,Zrenjanin,17.7.1994.,Princa Evgenija 118,060/7635514,vladimir_vasiljević64@ptt.rs,205435,25.01.19647-60998,,Agencija za privredne registre,54433,aktivan,
877,10032002774303,Biljana,Dragić,muški,68,Valjevo,16.6.1975.,Mihajla Pupina 40,066/1814778,biljana_dragić19@eunet.rs,72766,10.03.20027-74303,471162823,,17416,aktivan,
878,01071967726313,Nebojša,Savić,ženski,27,Užice,22.10.1982.,Kružni put 181,062/4230742,nebojša.savić@gmail.com,136830,01.07.19677-26313,196521299,,76070,aktivan,Redovan korisnik usluga
879,25111990803867,Snežana,Petrović,muški,22,Sombor,14.4.1974.,Kneza Mihaila 199,065/3433005,snežana.petrović26@yahoo.com,98407,25.11.19908-03867,634274243,,18836,aktivan,Redovan korisnik usluga
880,09021979881771,Branislav,Marković,muški,49,Bajina Bašta,4.1.2005.,Gavrila Principa 8,069/3990216,branislav.marković@outlook.com,101856,09.02.19798-81771,890439389,,93066,aktivan,
881,27051968872987,Marko,Petrović,ženski,43,Bajina Bašta,7.1.2009.,Dušanova 66,066/9201345,marko_petrović26@gmail.com,76343,27.05.19688-72987,,,95174,aktivan,Redovan korisnik usluga
882,08061962855550,Gordana,Antonijević,muški,46,Čačak,22.7.1980.,Mihajla Pupina 120,064/6980114,gordana-antonijević49@ptt.rs,109561,08.06.19628-55550,,,53823,aktivan,
883,01031973781591,Petar,Đorđević,muški,43,Šabac,3.10.1993.,Bulevar oslobođenja 39,062/2398818,petar-đorđević25@yahoo.com,183472,01.03.19737-81591,6777745810,,46941,neaktivan,
884,10111965744399,Nenad,Vasiljević,ženski,26,Beograd,6.7.1973.,Nemaninjina 145,065/3147771,nenad_vasiljević52@ptt.rs,199292,10.11.19657-44399,,,13140,aktivan,
885,15041975722311,Mladen,Radosavljević,ženski,35,Sombor,26.11.2003.,Jovana Cvijića 192,063/5354870,mladen.radosavljević@gmail.com,34841,15.04.19757-22311,,Agencija za privredne registre,39755,aktivan,
886,19081965883481,Vladimir,Vuković,ženski,37,Kraljevo,27.3.1995.,Gavrila Principa 66,069/6796430,vladimir_vuković@eunet.rs,112047,19.08.19658-83481,,Narodna banka Srbije,99999,neaktivan,
887,23061986717601,Maja,Simić,ženski,61,Leskovac,27.2.1974.,Milana Toplice 97,060/9612034,maja-simić7@gmail.com,153727,23.06.19867-17601,,,35690,aktivan,Redovan korisnik usluga
888,28101958789128,Miroslav,Stanković,ženski,44,Pirot,1.12.2004.,Mihajla Pupina 181,063/4914544,miroslav_stanković@yahoo.com,219260,28.10.19587-89128,,,30890,aktivan,
